,Target,Y_hat,Target_Sensation,Y_hat_Sensation
1410,1.0,1,Slighty warm,Slighty warm
1411,0.0,0,Neutral,Neutral
1412,1.0,1,Slighty warm,Slighty warm
1413,0.0,0,Neutral,Neutral
1414,0.0,0,Neutral,Neutral
1415,0.0,1,Neutral,Slighty warm
1416,1.0,0,Slighty warm,Neutral
1417,0.0,0,Neutral,Neutral
1418,-1.0,1,Slighty cool,Slighty warm
1419,0.0,0,Neutral,Neutral
1420,1.0,1,Slighty warm,Slighty warm
1421,1.0,-1,Slighty warm,Slighty cool
1422,-1.0,0,Slighty cool,Neutral
1423,0.0,0,Neutral,Neutral
1424,0.0,0,Neutral,Neutral
1425,0.0,0,Neutral,Neutral
1426,0.0,1,Neutral,Slighty warm
1427,1.0,0,Slighty warm,Neutral
1428,0.0,0,Neutral,Neutral
1429,0.0,0,Neutral,Neutral
1430,1.0,0,Slighty warm,Neutral
1431,2.0,1,Warm,Slighty warm
1432,0.0,0,Neutral,Neutral
1433,0.0,1,Neutral,Slighty warm
1434,-1.0,0,Slighty cool,Neutral
1435,0.0,0,Neutral,Neutral
1436,2.0,0,Warm,Neutral
1437,0.0,-1,Neutral,Slighty cool
1438,-1.0,0,Slighty cool,Neutral
1439,-2.0,0,Cool,Neutral
1440,0.0,0,Neutral,Neutral
1441,1.0,0,Slighty warm,Neutral
1442,1.0,1,Slighty warm,Slighty warm
1443,-1.0,-1,Slighty cool,Slighty cool
1444,2.0,0,Warm,Neutral
1445,-1.0,-1,Slighty cool,Slighty cool
1446,3.0,2,Hot,Warm
1447,-1.0,0,Slighty cool,Neutral
1448,-1.0,0,Slighty cool,Neutral
1449,1.0,0,Slighty warm,Neutral
1450,-2.0,-1,Cool,Slighty cool
1451,0.0,1,Neutral,Slighty warm
1452,-2.0,-1,Cool,Slighty cool
1453,0.0,0,Neutral,Neutral
1454,1.0,0,Slighty warm,Neutral
1455,0.0,1,Neutral,Slighty warm
1456,-1.0,0,Slighty cool,Neutral
1457,-2.0,-1,Cool,Slighty cool
1458,2.0,0,Warm,Neutral
1459,0.0,-1,Neutral,Slighty cool
1460,3.0,1,Hot,Slighty warm
1461,0.0,0,Neutral,Neutral
1462,2.0,0,Warm,Neutral
1463,0.0,1,Neutral,Slighty warm
1464,0.0,-1,Neutral,Slighty cool
1465,-1.0,-1,Slighty cool,Slighty cool
1466,-1.0,0,Slighty cool,Neutral
1467,0.0,1,Neutral,Slighty warm
1468,-1.0,0,Slighty cool,Neutral
1469,0.0,0,Neutral,Neutral
1470,0.0,0,Neutral,Neutral
1471,2.0,1,Warm,Slighty warm
1472,-1.0,0,Slighty cool,Neutral
1473,0.0,0,Neutral,Neutral
1474,0.0,0,Neutral,Neutral
1475,2.0,2,Warm,Warm
1476,1.0,0,Slighty warm,Neutral
1477,-0.0,0,Neutral,Neutral
1478,0.0,0,Neutral,Neutral
1479,-1.0,0,Slighty cool,Neutral
1480,0.0,1,Neutral,Slighty warm
1481,2.0,1,Warm,Slighty warm
1482,1.0,1,Slighty warm,Slighty warm
1483,1.0,1,Slighty warm,Slighty warm
1484,1.0,0,Slighty warm,Neutral
1485,0.0,0,Neutral,Neutral
1486,1.0,0,Slighty warm,Neutral
1487,0.0,0,Neutral,Neutral
1488,3.0,1,Hot,Slighty warm
1489,0.0,1,Neutral,Slighty warm
1490,0.0,0,Neutral,Neutral
1491,0.0,2,Neutral,Warm
1492,1.0,1,Slighty warm,Slighty warm
1493,-1.0,-1,Slighty cool,Slighty cool
1494,3.0,0,Hot,Neutral
1495,0.0,0,Neutral,Neutral
1496,-1.0,0,Slighty cool,Neutral
1497,0.0,0,Neutral,Neutral
1498,3.0,1,Hot,Slighty warm
1499,0.0,0,Neutral,Neutral
1500,0.0,1,Neutral,Slighty warm
1501,0.0,0,Neutral,Neutral
1502,1.0,0,Slighty warm,Neutral
1503,-1.0,-2,Slighty cool,Cool
1504,0.0,0,Neutral,Neutral
1505,0.0,0,Neutral,Neutral
1506,2.0,1,Warm,Slighty warm
1507,0.0,1,Neutral,Slighty warm
1508,1.0,1,Slighty warm,Slighty warm
1509,2.0,1,Warm,Slighty warm
1510,0.0,1,Neutral,Slighty warm
1511,1.0,1,Slighty warm,Slighty warm
1512,0.0,0,Neutral,Neutral
1513,1.0,1,Slighty warm,Slighty warm
1514,0.0,-1,Neutral,Slighty cool
1515,0.0,-1,Neutral,Slighty cool
1516,0.0,0,Neutral,Neutral
1517,2.0,1,Warm,Slighty warm
1518,0.0,0,Neutral,Neutral
1519,0.0,1,Neutral,Slighty warm
1520,2.0,0,Warm,Neutral
1521,-1.0,0,Slighty cool,Neutral
1522,0.0,0,Neutral,Neutral
1523,1.0,0,Slighty warm,Neutral
1524,0.0,0,Neutral,Neutral
1525,0.0,0,Neutral,Neutral
1526,1.0,1,Slighty warm,Slighty warm
1527,-1.0,-1,Slighty cool,Slighty cool
1528,0.0,0,Neutral,Neutral
1529,2.0,1,Warm,Slighty warm
1530,-1.0,0,Slighty cool,Neutral
1531,0.0,0,Neutral,Neutral
1532,-1.0,0,Slighty cool,Neutral
1533,-1.0,0,Slighty cool,Neutral
1534,1.0,0,Slighty warm,Neutral
1535,-0.0,0,Neutral,Neutral
1536,0.0,0,Neutral,Neutral
1537,2.0,0,Warm,Neutral
1538,-0.0,-1,Neutral,Slighty cool
1539,0.0,1,Neutral,Slighty warm
1540,1.0,0,Slighty warm,Neutral
1541,2.0,0,Warm,Neutral
1542,0.0,0,Neutral,Neutral
1543,0.0,0,Neutral,Neutral
1544,0.0,0,Neutral,Neutral
1545,1.0,2,Slighty warm,Warm
1546,0.0,0,Neutral,Neutral
1547,-2.0,0,Cool,Neutral
1548,0.0,0,Neutral,Neutral
1549,2.0,0,Warm,Neutral
1550,-3.0,0,Cold,Neutral
1551,1.0,1,Slighty warm,Slighty warm
1552,-1.0,0,Slighty cool,Neutral
1553,0.0,0,Neutral,Neutral
1554,0.0,0,Neutral,Neutral
1555,0.0,0,Neutral,Neutral
1556,-1.0,-1,Slighty cool,Slighty cool
1557,0.0,0,Neutral,Neutral
1558,-1.0,0,Slighty cool,Neutral
1559,0.0,0,Neutral,Neutral
1560,-1.0,-1,Slighty cool,Slighty cool
1561,-1.0,0,Slighty cool,Neutral
1562,-2.0,0,Cool,Neutral
1563,-1.0,-1,Slighty cool,Slighty cool
1564,2.0,0,Warm,Neutral
1565,2.0,2,Warm,Warm
1566,-1.0,-1,Slighty cool,Slighty cool
1567,-1.0,-1,Slighty cool,Slighty cool
1568,0.0,0,Neutral,Neutral
1569,0.0,0,Neutral,Neutral
1570,-1.0,0,Slighty cool,Neutral
1571,0.0,0,Neutral,Neutral
1572,1.0,0,Slighty warm,Neutral
1573,0.0,0,Neutral,Neutral
1574,1.0,1,Slighty warm,Slighty warm
1575,0.0,0,Neutral,Neutral
1576,1.0,0,Slighty warm,Neutral
1577,1.0,0,Slighty warm,Neutral
1578,1.0,0,Slighty warm,Neutral
1579,-1.0,0,Slighty cool,Neutral
1580,0.0,0,Neutral,Neutral
1581,0.0,1,Neutral,Slighty warm
1582,1.0,1,Slighty warm,Slighty warm
1583,-2.0,0,Cool,Neutral
1584,0.0,1,Neutral,Slighty warm
1585,0.0,0,Neutral,Neutral
1586,0.0,0,Neutral,Neutral
1587,-1.0,-1,Slighty cool,Slighty cool
1588,0.0,-1,Neutral,Slighty cool
1589,0.0,0,Neutral,Neutral
1590,0.0,-1,Neutral,Slighty cool
1591,0.0,1,Neutral,Slighty warm
1592,-3.0,0,Cold,Neutral
1593,1.0,1,Slighty warm,Slighty warm
1594,0.0,0,Neutral,Neutral
1595,1.0,0,Slighty warm,Neutral
1596,1.0,0,Slighty warm,Neutral
1597,-1.0,0,Slighty cool,Neutral
1598,3.0,0,Hot,Neutral
1599,-1.0,0,Slighty cool,Neutral
1600,2.0,0,Warm,Neutral
1601,0.0,0,Neutral,Neutral
1602,0.0,-1,Neutral,Slighty cool
1603,-0.0,0,Neutral,Neutral
1604,-0.0,1,Neutral,Slighty warm
1605,-1.0,-1,Slighty cool,Slighty cool
1606,0.0,2,Neutral,Warm
1607,0.0,0,Neutral,Neutral
1608,-3.0,-1,Cold,Slighty cool
1609,-0.0,0,Neutral,Neutral
1610,1.0,0,Slighty warm,Neutral
1611,3.0,1,Hot,Slighty warm
1612,3.0,1,Hot,Slighty warm
1613,0.0,0,Neutral,Neutral
1614,0.0,0,Neutral,Neutral
1615,-1.0,0,Slighty cool,Neutral
1616,1.0,2,Slighty warm,Warm
1617,3.0,1,Hot,Slighty warm
1618,0.0,1,Neutral,Slighty warm
1619,3.0,1,Hot,Slighty warm
1620,1.0,1,Slighty warm,Slighty warm
1621,-1.0,0,Slighty cool,Neutral
1622,0.0,0,Neutral,Neutral
1623,-1.0,0,Slighty cool,Neutral
1624,-1.0,0,Slighty cool,Neutral
1625,-2.0,1,Cool,Slighty warm
1626,0.0,-1,Neutral,Slighty cool
1627,0.0,1,Neutral,Slighty warm
1628,0.0,0,Neutral,Neutral
1629,-1.0,0,Slighty cool,Neutral
1630,0.0,1,Neutral,Slighty warm
1631,-1.0,0,Slighty cool,Neutral
1632,0.0,0,Neutral,Neutral
1633,0.0,-1,Neutral,Slighty cool
1634,1.0,0,Slighty warm,Neutral
1635,0.0,0,Neutral,Neutral
1636,0.0,1,Neutral,Slighty warm
1637,-1.0,0,Slighty cool,Neutral
1638,3.0,1,Hot,Slighty warm
1639,-1.0,-1,Slighty cool,Slighty cool
1640,1.0,1,Slighty warm,Slighty warm
1641,0.0,0,Neutral,Neutral
1642,0.0,1,Neutral,Slighty warm
1643,-1.0,0,Slighty cool,Neutral
1644,3.0,3,Hot,Hot
1645,-1.0,0,Slighty cool,Neutral
1646,0.0,0,Neutral,Neutral
1647,0.0,0,Neutral,Neutral
1648,0.0,0,Neutral,Neutral
1649,0.0,0,Neutral,Neutral
1650,2.0,1,Warm,Slighty warm
1651,1.0,1,Slighty warm,Slighty warm
1652,-1.0,-1,Slighty cool,Slighty cool
1653,0.0,0,Neutral,Neutral
1654,-1.0,0,Slighty cool,Neutral
1655,0.0,0,Neutral,Neutral
1656,1.0,0,Slighty warm,Neutral
1657,-0.0,0,Neutral,Neutral
1658,1.0,0,Slighty warm,Neutral
1659,-1.0,0,Slighty cool,Neutral
1660,0.0,0,Neutral,Neutral
1661,-2.0,0,Cool,Neutral
1662,2.0,1,Warm,Slighty warm
1663,0.0,-1,Neutral,Slighty cool
1664,2.0,0,Warm,Neutral
1665,0.0,0,Neutral,Neutral
1666,2.0,0,Warm,Neutral
1667,0.0,0,Neutral,Neutral
1668,0.0,0,Neutral,Neutral
1669,0.0,-1,Neutral,Slighty cool
1670,0.0,0,Neutral,Neutral
1671,1.0,1,Slighty warm,Slighty warm
1672,0.0,1,Neutral,Slighty warm
1673,1.0,1,Slighty warm,Slighty warm
1674,1.0,1,Slighty warm,Slighty warm
1675,-0.0,0,Neutral,Neutral
1676,-2.0,0,Cool,Neutral
1677,2.0,1,Warm,Slighty warm
1678,0.0,0,Neutral,Neutral
1679,-1.0,0,Slighty cool,Neutral
1680,1.0,0,Slighty warm,Neutral
1681,3.0,1,Hot,Slighty warm
1682,1.0,1,Slighty warm,Slighty warm
1683,0.0,0,Neutral,Neutral
1684,0.0,0,Neutral,Neutral
1685,1.0,0,Slighty warm,Neutral
1686,-1.0,1,Slighty cool,Slighty warm
1687,1.0,0,Slighty warm,Neutral
1688,-1.0,0,Slighty cool,Neutral
1689,0.0,-1,Neutral,Slighty cool
1690,2.0,0,Warm,Neutral
1691,0.0,1,Neutral,Slighty warm
1692,2.0,1,Warm,Slighty warm
1693,0.0,0,Neutral,Neutral
1694,0.0,0,Neutral,Neutral
1695,0.0,0,Neutral,Neutral
1696,-1.0,0,Slighty cool,Neutral
1697,2.0,0,Warm,Neutral
1698,1.0,0,Slighty warm,Neutral
1699,-0.0,1,Neutral,Slighty warm
1700,0.0,0,Neutral,Neutral
1701,-1.0,-1,Slighty cool,Slighty cool
1702,1.0,1,Slighty warm,Slighty warm
1703,1.0,2,Slighty warm,Warm
1704,-1.0,1,Slighty cool,Slighty warm
1705,-2.0,0,Cool,Neutral
1706,0.0,0,Neutral,Neutral
1707,-2.0,-1,Cool,Slighty cool
1708,1.0,1,Slighty warm,Slighty warm
1709,0.0,0,Neutral,Neutral
1710,1.0,1,Slighty warm,Slighty warm
1711,2.0,1,Warm,Slighty warm
1712,-1.0,0,Slighty cool,Neutral
1713,-1.0,1,Slighty cool,Slighty warm
1714,1.0,2,Slighty warm,Warm
1715,0.0,0,Neutral,Neutral
1716,2.0,0,Warm,Neutral
1717,0.0,1,Neutral,Slighty warm
1718,1.0,1,Slighty warm,Slighty warm
1719,2.0,0,Warm,Neutral
1720,-1.0,0,Slighty cool,Neutral
1721,0.0,1,Neutral,Slighty warm
1722,1.0,0,Slighty warm,Neutral
1723,-1.0,0,Slighty cool,Neutral
1724,-1.0,1,Slighty cool,Slighty warm
1725,-1.0,0,Slighty cool,Neutral
1726,0.0,0,Neutral,Neutral
1727,0.0,0,Neutral,Neutral
1728,0.0,0,Neutral,Neutral
1729,3.0,2,Hot,Warm
1730,-1.0,0,Slighty cool,Neutral
1731,2.0,0,Warm,Neutral
1732,-1.0,0,Slighty cool,Neutral
1733,1.0,0,Slighty warm,Neutral
1734,-1.0,0,Slighty cool,Neutral
1735,-2.0,0,Cool,Neutral
1736,0.0,0,Neutral,Neutral
1737,-0.0,0,Neutral,Neutral
1738,-1.0,1,Slighty cool,Slighty warm
1739,0.0,-1,Neutral,Slighty cool
1740,0.0,0,Neutral,Neutral
1741,0.0,0,Neutral,Neutral
1742,-1.0,-1,Slighty cool,Slighty cool
1743,0.0,1,Neutral,Slighty warm
1744,0.0,0,Neutral,Neutral
1745,1.0,0,Slighty warm,Neutral
1746,1.0,1,Slighty warm,Slighty warm
1747,1.0,-1,Slighty warm,Slighty cool
1748,0.0,0,Neutral,Neutral
1749,1.0,-1,Slighty warm,Slighty cool
1750,0.0,1,Neutral,Slighty warm
1751,-1.0,-1,Slighty cool,Slighty cool
1752,-1.0,0,Slighty cool,Neutral
1753,0.0,1,Neutral,Slighty warm
1754,0.0,0,Neutral,Neutral
1755,1.0,1,Slighty warm,Slighty warm
1756,1.0,0,Slighty warm,Neutral
1757,-1.0,-1,Slighty cool,Slighty cool
1758,1.0,0,Slighty warm,Neutral
1759,1.0,0,Slighty warm,Neutral
1760,1.0,0,Slighty warm,Neutral
1761,1.0,0,Slighty warm,Neutral
1762,-1.0,0,Slighty cool,Neutral
1763,-1.0,0,Slighty cool,Neutral
1764,0.0,0,Neutral,Neutral
1765,0.0,0,Neutral,Neutral
1766,-3.0,-1,Cold,Slighty cool
1767,0.0,0,Neutral,Neutral
1768,-1.0,0,Slighty cool,Neutral
1769,0.0,0,Neutral,Neutral
1770,0.0,0,Neutral,Neutral
1771,0.0,0,Neutral,Neutral
1772,1.0,1,Slighty warm,Slighty warm
1773,0.0,0,Neutral,Neutral
1774,2.0,1,Warm,Slighty warm
1775,1.0,0,Slighty warm,Neutral
1776,0.0,0,Neutral,Neutral
1777,2.0,0,Warm,Neutral
1778,-0.0,1,Neutral,Slighty warm
1779,-1.0,0,Slighty cool,Neutral
1780,0.0,0,Neutral,Neutral
1781,-1.0,0,Slighty cool,Neutral
1782,0.0,0,Neutral,Neutral
1783,1.0,0,Slighty warm,Neutral
1784,-1.0,0,Slighty cool,Neutral
1785,0.0,0,Neutral,Neutral
1786,0.0,0,Neutral,Neutral
1787,1.0,0,Slighty warm,Neutral
1788,0.0,0,Neutral,Neutral
1789,1.0,0,Slighty warm,Neutral
1790,0.0,0,Neutral,Neutral
1791,0.0,-1,Neutral,Slighty cool
1792,0.0,0,Neutral,Neutral
1793,0.0,0,Neutral,Neutral
1794,1.0,1,Slighty warm,Slighty warm
1795,0.0,0,Neutral,Neutral
1796,1.0,1,Slighty warm,Slighty warm
1797,0.0,0,Neutral,Neutral
1798,1.0,1,Slighty warm,Slighty warm
1799,0.0,-1,Neutral,Slighty cool
1800,0.0,0,Neutral,Neutral
1801,-0.0,1,Neutral,Slighty warm
1802,0.0,0,Neutral,Neutral
1803,1.0,0,Slighty warm,Neutral
1804,1.0,0,Slighty warm,Neutral
1805,-2.0,0,Cool,Neutral
1806,1.0,0,Slighty warm,Neutral
1807,0.0,0,Neutral,Neutral
1808,2.0,0,Warm,Neutral
1809,-1.0,0,Slighty cool,Neutral
1810,2.0,1,Warm,Slighty warm
1811,1.0,1,Slighty warm,Slighty warm
1812,0.0,0,Neutral,Neutral
1813,0.0,1,Neutral,Slighty warm
1814,3.0,1,Hot,Slighty warm
1815,-1.0,0,Slighty cool,Neutral
1816,0.0,-1,Neutral,Slighty cool
1817,1.0,0,Slighty warm,Neutral
1818,0.0,0,Neutral,Neutral
1819,0.0,0,Neutral,Neutral
1820,0.0,0,Neutral,Neutral
1821,1.0,1,Slighty warm,Slighty warm
1822,0.0,0,Neutral,Neutral
1823,-1.0,1,Slighty cool,Slighty warm
1824,1.0,0,Slighty warm,Neutral
1825,0.0,0,Neutral,Neutral
1826,1.0,0,Slighty warm,Neutral
1827,0.0,0,Neutral,Neutral
1828,0.0,1,Neutral,Slighty warm
1829,1.0,2,Slighty warm,Warm
1830,1.0,2,Slighty warm,Warm
1831,1.0,0,Slighty warm,Neutral
1832,0.0,0,Neutral,Neutral
1833,1.0,1,Slighty warm,Slighty warm
1834,1.0,0,Slighty warm,Neutral
1835,2.0,0,Warm,Neutral
1836,1.0,0,Slighty warm,Neutral
1837,0.0,0,Neutral,Neutral
1838,0.0,0,Neutral,Neutral
1839,-1.0,0,Slighty cool,Neutral
1840,1.0,0,Slighty warm,Neutral
1841,0.0,1,Neutral,Slighty warm
1842,-1.0,1,Slighty cool,Slighty warm
1843,-1.0,0,Slighty cool,Neutral
1844,-1.0,0,Slighty cool,Neutral
1845,1.0,1,Slighty warm,Slighty warm
1846,-1.0,0,Slighty cool,Neutral
1847,-1.0,0,Slighty cool,Neutral
1848,-1.0,0,Slighty cool,Neutral
1849,-2.0,-2,Cool,Cool
1850,3.0,1,Hot,Slighty warm
1851,1.0,1,Slighty warm,Slighty warm
1852,-1.0,0,Slighty cool,Neutral
1853,1.0,-1,Slighty warm,Slighty cool
1854,0.0,1,Neutral,Slighty warm
1855,0.0,1,Neutral,Slighty warm
1856,0.0,0,Neutral,Neutral
1857,0.0,0,Neutral,Neutral
1858,1.0,-1,Slighty warm,Slighty cool
1859,0.0,1,Neutral,Slighty warm
1860,0.0,0,Neutral,Neutral
1861,-1.0,0,Slighty cool,Neutral
1862,0.0,0,Neutral,Neutral
1863,1.0,2,Slighty warm,Warm
1864,3.0,3,Hot,Hot
1865,0.0,0,Neutral,Neutral
1866,0.0,0,Neutral,Neutral
1867,0.0,1,Neutral,Slighty warm
1868,-1.0,0,Slighty cool,Neutral
1869,1.0,0,Slighty warm,Neutral
1870,1.0,0,Slighty warm,Neutral
1871,0.0,0,Neutral,Neutral
1872,0.0,0,Neutral,Neutral
1873,-2.0,0,Cool,Neutral
1874,0.0,0,Neutral,Neutral
1875,1.0,0,Slighty warm,Neutral
1876,-1.0,-1,Slighty cool,Slighty cool
1877,-1.0,0,Slighty cool,Neutral
1878,0.0,0,Neutral,Neutral
1879,1.0,0,Slighty warm,Neutral
1880,0.0,-1,Neutral,Slighty cool
1881,0.0,0,Neutral,Neutral
1882,0.0,2,Neutral,Warm
1883,0.0,0,Neutral,Neutral
1884,1.0,0,Slighty warm,Neutral
1885,-0.0,1,Neutral,Slighty warm
1886,0.0,1,Neutral,Slighty warm
1887,1.0,1,Slighty warm,Slighty warm
1888,0.0,0,Neutral,Neutral
1889,2.0,1,Warm,Slighty warm
1890,-2.0,-1,Cool,Slighty cool
1891,0.0,0,Neutral,Neutral
1892,2.0,1,Warm,Slighty warm
1893,0.0,0,Neutral,Neutral
1894,3.0,0,Hot,Neutral
1895,-1.0,0,Slighty cool,Neutral
1896,1.0,0,Slighty warm,Neutral
1897,0.0,-1,Neutral,Slighty cool
1898,2.0,0,Warm,Neutral
1899,0.0,0,Neutral,Neutral
1900,0.0,0,Neutral,Neutral
1901,0.0,-1,Neutral,Slighty cool
1902,-1.0,-1,Slighty cool,Slighty cool
1903,1.0,-1,Slighty warm,Slighty cool
1904,-2.0,-1,Cool,Slighty cool
1905,0.0,0,Neutral,Neutral
1906,0.0,-1,Neutral,Slighty cool
1907,0.0,0,Neutral,Neutral
1908,0.0,0,Neutral,Neutral
1909,0.0,-1,Neutral,Slighty cool
1910,-2.0,0,Cool,Neutral
1911,-1.0,2,Slighty cool,Warm
1912,1.0,0,Slighty warm,Neutral
1913,-3.0,-1,Cold,Slighty cool
1914,-2.0,0,Cool,Neutral
1915,0.0,1,Neutral,Slighty warm
1916,1.0,1,Slighty warm,Slighty warm
1917,0.0,0,Neutral,Neutral
1918,0.0,-1,Neutral,Slighty cool
1919,0.0,0,Neutral,Neutral
1920,0.0,0,Neutral,Neutral
1921,-2.0,-1,Cool,Slighty cool
1922,1.0,0,Slighty warm,Neutral
1923,1.0,0,Slighty warm,Neutral
1924,-1.0,0,Slighty cool,Neutral
1925,1.0,1,Slighty warm,Slighty warm
1926,1.0,1,Slighty warm,Slighty warm
1927,3.0,2,Hot,Warm
1928,2.0,1,Warm,Slighty warm
1929,2.0,0,Warm,Neutral
1930,0.0,0,Neutral,Neutral
1931,1.0,1,Slighty warm,Slighty warm
1932,0.0,-1,Neutral,Slighty cool
1933,2.0,0,Warm,Neutral
1934,-1.0,0,Slighty cool,Neutral
1935,-1.0,0,Slighty cool,Neutral
1936,0.0,0,Neutral,Neutral
1937,-0.0,0,Neutral,Neutral
1938,0.0,1,Neutral,Slighty warm
1939,-1.0,0,Slighty cool,Neutral
1940,0.0,0,Neutral,Neutral
1941,3.0,0,Hot,Neutral
1942,1.0,-1,Slighty warm,Slighty cool
1943,0.0,1,Neutral,Slighty warm
1944,2.0,1,Warm,Slighty warm
1945,-1.0,0,Slighty cool,Neutral
1946,3.0,1,Hot,Slighty warm
1947,0.0,1,Neutral,Slighty warm
1948,-1.0,0,Slighty cool,Neutral
1949,1.0,0,Slighty warm,Neutral
1950,-2.0,-1,Cool,Slighty cool
1951,1.0,1,Slighty warm,Slighty warm
1952,0.0,0,Neutral,Neutral
1953,0.0,0,Neutral,Neutral
1954,0.0,0,Neutral,Neutral
1955,0.0,1,Neutral,Slighty warm
1956,-1.0,2,Slighty cool,Warm
1957,-1.0,0,Slighty cool,Neutral
1958,-1.0,0,Slighty cool,Neutral
1959,1.0,2,Slighty warm,Warm
1960,2.0,0,Warm,Neutral
1961,3.0,1,Hot,Slighty warm
1962,0.0,0,Neutral,Neutral
1963,0.0,1,Neutral,Slighty warm
1964,2.0,0,Warm,Neutral
1965,1.0,0,Slighty warm,Neutral
1966,1.0,0,Slighty warm,Neutral
1967,3.0,2,Hot,Warm
1968,0.0,0,Neutral,Neutral
1969,-2.0,0,Cool,Neutral
1970,2.0,0,Warm,Neutral
1971,3.0,3,Hot,Hot
1972,0.0,1,Neutral,Slighty warm
1973,0.0,0,Neutral,Neutral
1974,1.0,1,Slighty warm,Slighty warm
1975,0.0,1,Neutral,Slighty warm
1976,-1.0,-1,Slighty cool,Slighty cool
1977,2.0,0,Warm,Neutral
1978,1.0,1,Slighty warm,Slighty warm
1979,-1.0,0,Slighty cool,Neutral
1980,-1.0,0,Slighty cool,Neutral
1981,0.0,0,Neutral,Neutral
1982,0.0,0,Neutral,Neutral
1983,-2.0,0,Cool,Neutral
1984,3.0,2,Hot,Warm
1985,-1.0,0,Slighty cool,Neutral
1986,0.0,0,Neutral,Neutral
1987,0.0,0,Neutral,Neutral
1988,0.0,-1,Neutral,Slighty cool
1989,0.0,0,Neutral,Neutral
1990,-0.0,0,Neutral,Neutral
1991,1.0,2,Slighty warm,Warm
1992,-1.0,0,Slighty cool,Neutral
1993,3.0,2,Hot,Warm
1994,1.0,1,Slighty warm,Slighty warm
1995,1.0,1,Slighty warm,Slighty warm
1996,-0.0,1,Neutral,Slighty warm
1997,0.0,0,Neutral,Neutral
1998,1.0,0,Slighty warm,Neutral
1999,-1.0,2,Slighty cool,Warm
2000,-1.0,0,Slighty cool,Neutral
2001,3.0,1,Hot,Slighty warm
2002,-1.0,-1,Slighty cool,Slighty cool
2003,-1.0,0,Slighty cool,Neutral
2004,2.0,1,Warm,Slighty warm
2005,0.0,2,Neutral,Warm
2006,0.0,0,Neutral,Neutral
2007,0.0,0,Neutral,Neutral
2008,-1.0,1,Slighty cool,Slighty warm
2009,1.0,-1,Slighty warm,Slighty cool
2010,1.0,0,Slighty warm,Neutral
2011,0.0,-1,Neutral,Slighty cool
2012,0.0,0,Neutral,Neutral
2013,1.0,0,Slighty warm,Neutral
2014,0.0,0,Neutral,Neutral
2015,1.0,1,Slighty warm,Slighty warm
2016,1.0,1,Slighty warm,Slighty warm
2017,0.0,1,Neutral,Slighty warm
2018,-2.0,0,Cool,Neutral
2019,0.0,0,Neutral,Neutral
2020,0.0,0,Neutral,Neutral
2021,1.0,1,Slighty warm,Slighty warm
2022,0.0,0,Neutral,Neutral
2023,-1.0,-1,Slighty cool,Slighty cool
2024,0.0,0,Neutral,Neutral
2025,0.0,0,Neutral,Neutral
2026,1.0,0,Slighty warm,Neutral
2027,0.0,0,Neutral,Neutral
2028,-1.0,0,Slighty cool,Neutral
2029,1.0,1,Slighty warm,Slighty warm
2030,-1.0,-1,Slighty cool,Slighty cool
2031,0.0,1,Neutral,Slighty warm
2032,2.0,0,Warm,Neutral
2033,0.0,0,Neutral,Neutral
2034,1.0,1,Slighty warm,Slighty warm
2035,0.0,-1,Neutral,Slighty cool
2036,1.0,2,Slighty warm,Warm
2037,0.0,0,Neutral,Neutral
2038,1.0,1,Slighty warm,Slighty warm
2039,0.0,0,Neutral,Neutral
2040,0.0,-1,Neutral,Slighty cool
2041,-1.0,-1,Slighty cool,Slighty cool
2042,-1.0,1,Slighty cool,Slighty warm
2043,-1.0,0,Slighty cool,Neutral
2044,0.0,0,Neutral,Neutral
2045,-1.0,0,Slighty cool,Neutral
2046,-0.0,0,Neutral,Neutral
2047,0.0,0,Neutral,Neutral
2048,1.0,0,Slighty warm,Neutral
2049,0.0,0,Neutral,Neutral
2050,-1.0,0,Slighty cool,Neutral
2051,0.0,-1,Neutral,Slighty cool
2052,1.0,0,Slighty warm,Neutral
2053,0.0,0,Neutral,Neutral
2054,-1.0,0,Slighty cool,Neutral
2055,1.0,1,Slighty warm,Slighty warm
2056,0.0,0,Neutral,Neutral
2057,0.0,0,Neutral,Neutral
2058,2.0,1,Warm,Slighty warm
2059,-1.0,1,Slighty cool,Slighty warm
2060,0.0,0,Neutral,Neutral
2061,0.0,0,Neutral,Neutral
2062,0.0,1,Neutral,Slighty warm
2063,-1.0,0,Slighty cool,Neutral
2064,1.0,0,Slighty warm,Neutral
2065,0.0,0,Neutral,Neutral
2066,-2.0,-1,Cool,Slighty cool
2067,0.0,0,Neutral,Neutral
2068,-1.0,0,Slighty cool,Neutral
2069,0.0,0,Neutral,Neutral
2070,1.0,1,Slighty warm,Slighty warm
2071,-2.0,-1,Cool,Slighty cool
2072,0.0,0,Neutral,Neutral
2073,0.0,0,Neutral,Neutral
2074,0.0,0,Neutral,Neutral
2075,3.0,1,Hot,Slighty warm
2076,-1.0,0,Slighty cool,Neutral
2077,0.0,0,Neutral,Neutral
2078,1.0,0,Slighty warm,Neutral
2079,-1.0,0,Slighty cool,Neutral
2080,0.0,0,Neutral,Neutral
2081,0.0,0,Neutral,Neutral
2082,-1.0,0,Slighty cool,Neutral
2083,0.0,-1,Neutral,Slighty cool
2084,3.0,1,Hot,Slighty warm
2085,1.0,0,Slighty warm,Neutral
